"StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q39","C1_Car_Usage","C2_Car_type","C3_Travel_Distance","C4_Public_Transport","Q74","C5_Air_Travel","C4_Public_Transport2","E1_Electricity_Usage","E2_Electricity_bill_1","E3_natural_gas_bill_1","H2_Heating_type","H3_Housing","H4_Housing","H4_Housing_4_TEXT","F1_Cooking_Equipment","F1_Cooking_Equipment_4_TEXT","F3_Q28_1","F3_Q28_2","F3_Q28_3","F3_Q28_4","W1_Q30_3","CL1_Q31","CL2_Q35","Q43","Q42","Q42_4_TEXT","Q44_1","Q44_2","Q44_3","Q44_4","Q73_1","Q73_2","Q73_3","Q73_4","Q73_5","Age","Gender","Q40","Q41","Q75","Family_size_6","Family_size_14","Family_size_15","US_Zip_Code"
2024-05-17 05:52:02,2024-05-17 06:01:09,0,"71.13.224.238",100,546,1,2024-05-17 06:01:10,"R_5dROf9sx43NxKpf","","","","","42.463","-85.5878","anonymous","EN",4,4,3,1,4,2,2,4,2,130,115,1,3,2,"",1,"",14,4,4,10,113,4,"3",2,2,"",6,6,6,7,6,7,6,6,6,6,2,2,3,2,"2","0","2","07502"
2024-05-17 05:56:06,2024-05-17 06:01:56,0,"24.45.155.43",100,349,1,2024-05-17 06:01:56,"R_26LIDntNJgmZ1WV","","","","","40.7606","-72.9844","anonymous","EN",4,4,3,1,5,4,1,5,1,200,100,1,2,2,"",2,"",7,0,0,7,103,4,"4",6,2,"",7,7,7,7,4,6,4,4,6,5,2,3,1,2,"2","0","1","11763"
2024-05-17 05:56:20,2024-05-17 06:02:08,0,"71.187.252.108",100,348,1,2024-05-17 06:02:09,"R_56h7IS8tmtNYq9y","","","","","40.8462","-74.7056","anonymous","EN",4,4,3,2,5,2,1,5,2,139,94,1,3,2,"",1,"",8,1,2,6,57,3,"3",3,3,"",7,6,7,4,6,6,6,2,6,4,1,5,5,2,"2","2","0","07836"
2024-05-17 05:52:19,2024-05-17 06:02:13,0,"72.224.120.133",100,594,1,2024-05-17 06:02:14,"R_1Yzm3FRxHMKMfDP","","","","","42.143","-77.0457","anonymous","EN",4,5,3,1,5,4,2,5,1,200,49,1,2,2,"",2,"",0,0,0,7,0,2,"7",2,2,"",6,6,6,6,4,6,4,1,2,3,2,4,3,3,"2","1","0","14821"
2024-05-17 05:53:28,2024-05-17 06:02:30,0,"173.3.112.182",100,541,1,2024-05-17 06:02:30,"R_34Mc83uUkHZjylb","","","","","40.8646","-73.8981","anonymous","EN",4,1,NA,NA,2,4,1,5,2,90,37,3,1,1,"",1,"",10,0,1,10,0,3,"2",2,2,"",7,6,7,6,6,6,6,4,6,6,2,5,3,1,"2","0","0","10471"
2024-05-17 05:40:17,2024-05-17 06:03:02,0,"191.96.227.168",100,1365,1,2024-05-17 06:03:03,"R_7qNAGcoW1n7PVrK","","","","","40.7123","-74.0068","anonymous","EN",4,1,NA,NA,1,1,2,2,1,123,0,3,2,1,"",2,"",8,3,1,4,47,3,"15",2,1,"",6,6,4,7,6,4,2,2,2,2,1,5,2,1,"0","0","0","10108"
2024-05-17 05:56:19,2024-05-17 06:03:10,0,"67.80.23.118",100,410,1,2024-05-17 06:03:10,"R_1kN8E9dR2X1tWjT","","","","","40.0923","-74.2252","anonymous","EN",4,4,3,2,5,4,2,5,4,160,100,3,2,1,"",1,"",7,0,0,7,120,1,"3",4,1,"",1,1,1,1,1,1,1,1,1,2,2,2,5,2,"2","1","0","08701"
2024-05-17 05:54:30,2024-05-17 06:03:19,0,"72.225.148.34",100,528,1,2024-05-17 06:03:20,"R_1dbbyVmDZdAIo0x","","","","","40.8327","-73.9712","anonymous","EN",4,1,NA,NA,3,2,2,4,4,300,105,1,3,4,"condo/townhouse",1,"",0,7,7,7,44,4,"6",6,2,"",7,6,6,6,6,6,4,4,4,5,2,5,4,2,"2","0","0","07631"
2024-05-17 05:51:56,2024-05-17 06:03:40,0,"37.19.64.181",100,704,1,2024-05-17 06:03:41,"R_3gW1TPXUnE0cNXj","","","","","32.7797","-96.8022","anonymous","EN",4,5,3,2,2,1,3,3,2,250,300,3,3,2,"",2,"",10,4,1,7,100,3,"20",4,3,"",7,6,7,7,6,7,6,4,6,4,1,6,5,1,"3","2","1","75270"
2024-05-17 05:57:43,2024-05-17 06:05:55,0,"96.245.12.36",100,492,1,2024-05-17 06:05:56,"R_7rS9teXSXh9OGTO","","","","","39.7007","-75.7419","anonymous","EN",4,5,3,3,5,3,1,5,2,150,0,1,2,1,"",2,"",14,0,0,7,0,1,"4",5,2,"",6,6,6,6,6,4,4,2,4,3,2,2,3,2,"2","3","0","19713"
2024-05-17 05:49:51,2024-05-17 06:06:09,0,"173.77.49.37",100,978,1,2024-05-17 06:06:10,"R_8rvf8FzroRoo6CG","","","","","40.9476","-73.8624","anonymous","EN",4,5,3,2,4,1,2,4,3,180,174,3,3,2,"",1,"",2,4,6,3,55,2,"3",4,1,"",6,4,6,6,6,4,2,2,2,3,2,5,4,2,"2","0","0","10704"
2024-05-17 06:00:32,2024-05-17 06:06:21,0,"73.114.54.181",100,349,1,2024-05-17 06:06:22,"R_1TFzpiH7ricAH3F","","","","","41.6835","-72.7953","anonymous","EN",4,5,3,1,5,4,2,5,2,10,150,3,3,2,"",1,"",8,0,3,8,25,4,"2",1,2,"",7,7,7,7,6,6,4,4,6,4,2,6,6,2,"2","0","0","06489"
2024-05-17 06:02:50,2024-05-17 06:06:59,0,"69.112.140.78",100,248,1,2024-05-17 06:07:00,"R_7pzYgot5rrPMjT1","","","","","41.1729","-74.3791","anonymous","EN",4,5,3,2,5,4,2,5,2,224,0,3,3,2,"",2,"",6,1,2,9,0,2,"3",6,2,"",7,7,6,6,6,6,6,6,6,5,1,3,6,2,"3","0","0","07421"
2024-05-17 05:54:25,2024-05-17 06:07:09,0,"107.116.83.64",100,763,1,2024-05-17 06:07:09,"R_3CW3bBP2nv8EdRu","","","","","39.0005","-76.9712","anonymous","EN",4,5,3,2,5,4,2,4,1,150,0,3,2,1,"",1,"",14,7,7,14,0,1,"2",4,1,"",7,7,7,7,6,6,6,6,6,3,1,5,2,2,"2","0","0","08078"
2024-05-17 06:03:09,2024-05-17 06:07:57,0,"72.213.227.57",100,287,1,2024-05-17 06:07:57,"R_2z5SFFGzIj2wll9","","","","","41.7066","-72.5745","anonymous","EN",4,3,1,2,5,4,2,4,2,270,172,1,4,2,"",1,"",12,0,0,8,61,2,"4",3,3,"",7,7,7,7,7,7,6,4,6,4,1,5,6,2,"2","1","0","06033"
2024-05-17 05:53:51,2024-05-17 06:08:03,0,"24.61.61.40",100,852,1,2024-05-17 06:08:03,"R_1ToQsoRW7tDKr9H","","","","","41.3721","-71.8478","anonymous","EN",4,3,3,1,5,4,3,4,2,164,27,2,2,2,"",1,"",6,2,7,7,50,3,"2",6,2,"",7,7,7,7,6,7,6,7,6,3,2,6,5,2,"2","0","0","06355"
2024-05-17 05:48:29,2024-05-17 06:08:52,0,"66.67.99.118",100,1222,1,2024-05-17 06:08:52,"R_13zAuvvfFc7Sm8V","","","","","43.0911","-73.6039","anonymous","EN",4,3,3,3,5,4,1,5,1,150,100,1,3,2,"",1,"",4,0,0,6,40,5,"3",3,3,"",6,4,6,6,6,6,4,4,4,3,1,3,2,3,"2","1","0","12834"
2024-05-17 05:59:22,2024-05-17 06:09:03,0,"172.58.228.211",100,580,1,2024-05-17 06:09:03,"R_57C0PApq2J1T5Nu","","","","","40.6764","-73.8753","anonymous","EN",4,4,2,2,1,4,3,4,1,131,92,2,3,2,"",1,"",14,1,1,6,75,2,"3",2,2,"",7,6,7,7,7,7,4,2,4,3,1,5,4,1,"2","2","0","11203"
2024-05-17 06:00:23,2024-05-17 06:09:06,0,"67.248.249.146",100,523,1,2024-05-17 06:09:07,"R_1WZDpeVjiCN8uch","","","","","42.8115","-73.8649","anonymous","EN",4,5,3,2,5,4,1,5,2,210,144,1,3,2,"",1,"",6,0,4,3,11,4,"5",1,2,"",7,7,7,7,7,7,4,4,7,4,2,6,5,2,"2","3","0","12306"
2024-05-17 06:02:02,2024-05-17 06:09:33,0,"73.160.250.19",100,451,1,2024-05-17 06:09:34,"R_2wz7mnzkobzNu1g","","","","","40.7869","-74.2535","anonymous","EN",4,4,3,1,2,2,2,3,3,115,110,1,4,2,"",1,"",14,0,2,5,68,3,"1",6,2,"",7,7,7,6,7,7,4,4,6,2,2,3,6,2,"3","1","0","08542"
2024-05-17 06:04:22,2024-05-17 06:09:55,0,"74.102.200.108",100,332,1,2024-05-17 06:09:56,"R_3xK4lI1zoho0vpV","","","","","40.9241","-74.514","anonymous","EN",4,4,3,3,4,3,1,4,2,70,62,3,3,2,"",1,"",14,1,4,8,94,5,"6",2,2,"",7,7,7,4,6,7,6,7,6,4,1,5,5,2,"2","1","0","07866"
2024-05-17 06:04:44,2024-05-17 06:10:25,0,"68.197.202.77",100,340,1,2024-05-17 06:10:26,"R_11uisW5qLY7Txgt","","","","","40.4551","-74.4871","anonymous","EN",4,5,3,2,4,3,2,5,3,127,79,1,2,1,"",1,"",6,0,0,0,58,4,"2",3,3,"",6,6,6,6,6,6,6,6,4,4,1,3,5,2,"2","1","0","08902"
2024-05-17 05:59:29,2024-05-17 06:10:35,0,"104.28.39.166",100,665,1,2024-05-17 06:10:35,"R_21vMQbXfH2BM4GH","","","","","40.5787","-74.2292","anonymous","EN",4,5,3,4,4,4,2,5,1,112,114,3,2,2,"",1,"",3,1,1,5,116,1,"3",3,2,"",7,6,7,7,7,6,4,2,4,5,2,3,5,1,"2","2","0","07306"
2024-05-17 06:03:26,2024-05-17 06:10:44,0,"68.175.36.230",100,438,1,2024-05-17 06:10:45,"R_3sXtLKXXrWUdchr","","","","","40.6643","-73.9763","anonymous","EN",4,1,NA,NA,2,4,2,4,1,150,100,4,2,1,"",1,"",0,7,14,7,40,3,"1",6,2,"",7,7,7,7,7,7,6,7,6,5,1,6,4,1,"2","0","0","11218"
2024-05-17 06:03:12,2024-05-17 06:10:53,0,"172.58.241.161",100,461,1,2024-05-17 06:10:54,"R_2rok2lDoNNogIJC","","","","","39.0157","-77.0085","anonymous","EN",4,5,3,2,4,2,2,4,4,133,0,2,1,2,"",2,"",14,0,0,2,97,4,"8",2,3,"",7,6,7,4,6,6,6,6,6,5,1,5,6,2,"2","2","0","21791"
2024-05-17 06:04:55,2024-05-17 06:11:08,0,"148.74.138.231",100,372,1,2024-05-17 06:11:09,"R_2X6ZkhK8NXLx9cF","","","","","40.2066","-74.0727","anonymous","EN",4,2,3,1,5,4,1,5,1,0,0,4,2,1,"",2,"",2,0,0,2,0,4,"2",4,1,"",4,4,4,4,6,6,2,1,2,7,2,2,2,2,"0","0","2","07712"
2024-05-17 06:06:51,2024-05-17 06:11:19,0,"50.211.160.181",100,267,1,2024-05-17 06:11:20,"R_2wGEARrWG0OA28H","","","","","39.3641","-77.4622","anonymous","EN",4,5,3,3,4,2,3,4,4,155,0,3,2,3,"",2,"",14,0,0,14,70,2,"4",5,1,"",1,1,1,1,1,1,1,1,1,4,1,5,4,1,"3","1","0","20878"
2024-05-17 06:04:13,2024-05-17 06:12:03,0,"173.23.100.38",100,469,1,2024-05-17 06:12:03,"R_27ql9EKH1pWhBxT","","","","","38.565","-75.0951","anonymous","EN",4,4,3,2,4,2,2,4,4,300,0,4,3,2,"",2,"",14,0,0,14,100,4,"7",2,3,"",7,7,7,7,7,7,7,1,7,5,2,3,4,3,"4","1","0","19945"
2024-05-17 06:07:49,2024-05-17 06:12:54,0,"98.118.130.234",100,304,1,2024-05-17 06:12:54,"R_2NwVxLZIRl1LGqR","","","","","42.7368","-78.8358","anonymous","EN",4,5,2,2,5,2,4,5,1,100,100,3,4,2,"",1,"",8,10,6,1,39,4,"9",4,1,"",6,6,2,1,2,2,2,4,6,7,1,6,3,2,"3","0","1","14075"
2024-05-17 06:00:33,2024-05-17 06:13:33,0,"65.78.104.218",100,780,1,2024-05-17 06:13:34,"R_5CfZu1m19M4fZHM","","","","","40.5885","-75.4642","anonymous","EN",4,4,3,2,4,2,2,4,1,178,0,1,2,1,"",2,"",10,1,0,4,47,4,"1",2,2,"",7,6,7,6,4,6,4,4,6,3,1,5,3,1,"1","0","0","13203"
2024-05-17 06:08:44,2024-05-17 06:13:47,0,"18.29.45.226",100,302,1,2024-05-17 06:13:47,"R_7UnRrXuzL8gwKv7","","","","","42.3649","-71.0987","anonymous","EN",4,1,NA,NA,1,4,4,4,1,140,0,2,2,1,"",2,"",14,0,0,6,71,2,"1",6,2,"",7,7,7,6,6,6,6,6,6,3,1,6,3,1,"1","0","0","02142"
2024-05-17 06:07:58,2024-05-17 06:13:51,0,"69.74.86.78",100,352,1,2024-05-17 06:13:51,"R_8eRhAfB8ijeWa1d","","","","","41.0127","-73.8457","anonymous","EN",4,4,3,2,4,2,1,4,1,131,0,3,1,1,"",1,"",2,1,3,14,0,5,"1",1,2,"",6,6,6,4,6,6,6,7,6,3,2,6,4,2,"1","0","0","10708"
2024-05-17 06:10:47,2024-05-17 06:14:03,0,"67.86.249.192",100,196,1,2024-05-17 06:14:04,"R_1RVcRr0Hn4rxcCF","","","","","40.6763","-73.9492","anonymous","EN",4,2,3,4,1,1,3,4,1,54,21,3,2,1,"",1,"",7,0,2,3,0,2,"1",6,3,"",7,7,7,7,7,7,7,7,7,3,1,6,4,1,"3","0","0","11238"
2024-05-17 06:09:32,2024-05-17 06:14:36,0,"108.176.114.155",100,303,1,2024-05-17 06:14:37,"R_1e2H4SBUX6lvpHG","","","","","42.9135","-78.889","anonymous","EN",4,4,3,2,5,4,2,5,2,180,150,1,2,1,"",1,"",0,1,14,5,95,1,"3",2,2,"",7,7,6,7,6,7,6,4,4,3,2,5,3,1,"2","0","0","14221"
2024-05-17 06:10:34,2024-05-17 06:14:54,0,"151.202.33.179",100,259,1,2024-05-17 06:14:55,"R_2donHiBRm3c2hz0","","","","","40.5956","-74.0806","anonymous","EN",4,5,2,1,1,2,2,4,2,179,117,1,3,2,"",1,"",14,0,0,14,80,2,"2",3,1,"",6,6,6,1,6,6,2,2,2,2,1,3,4,2,"4","2","2","10314"
2024-05-17 06:11:42,2024-05-17 06:15:19,0,"172.58.241.161",100,216,1,2024-05-17 06:15:19,"R_23xttXJeLTXA2VX","","","","","39.0157","-77.0085","anonymous","EN",4,5,3,2,4,2,2,5,4,183,0,2,2,2,"",2,"",14,9,0,3,97,4,"8",2,3,"",7,6,7,4,6,6,6,6,6,5,1,5,6,2,"2","2","0","21791"
2024-05-17 06:08:08,2024-05-17 06:16:09,0,"148.100.206.112",100,481,1,2024-05-17 06:16:09,"R_1EpidHT6WpQwwO4","","","","","41.7017","-73.9078","anonymous","EN",4,4,3,1,5,4,1,5,1,80,90,3,2,2,"",1,"",11,1,1,14,17,4,"1",6,2,"",7,7,7,7,7,7,7,7,7,5,1,3,3,1,"2","0","0","12603"
2024-05-17 06:08:34,2024-05-17 06:16:44,0,"35.134.11.103",100,489,1,2024-05-17 06:16:45,"R_1VaxEEebAcvpUX6","","","","","41.686","-71.9993","anonymous","EN",4,1,NA,NA,3,2,1,4,3,130,151,1,3,2,"",1,"",10,5,2,4,0,2,"2",4,3,"",6,2,4,2,2,4,2,2,2,5,1,5,4,3,"3","0","2","06234"
2024-05-17 06:11:23,2024-05-17 06:16:59,0,"98.113.180.140",100,335,1,2024-05-17 06:17:00,"R_7Qg5qnURxLgviZ7","","","","","40.6994","-73.8883","anonymous","EN",4,1,NA,NA,1,1,3,3,1,75,20,3,1,1,"",1,"",4,1,2,4,0,3,"1",2,2,"",7,6,6,6,7,7,6,7,6,5,1,5,4,1,"1","0","0","11237"
2024-05-17 06:13:10,2024-05-17 06:17:39,0,"98.3.77.176",100,268,1,2024-05-17 06:17:39,"R_12tfjtX0fBSgX3C","","","","","43.0054","-75.0528","anonymous","EN",4,2,3,1,5,4,2,5,1,49,85,1,3,2,"",1,"",14,0,0,5,50,4,"5",4,3,"",7,4,7,6,6,7,6,7,7,7,2,5,3,2,"0","0","2","13407"
2024-05-17 06:08:32,2024-05-17 06:17:46,0,"104.162.129.113",100,554,1,2024-05-17 06:17:47,"R_1spEjPttS9FJyHR","","","","","40.7341","-73.7962","anonymous","EN",4,5,3,2,4,2,2,5,1,30,30,4,2,1,"",1,"",10,0,2,7,0,4,"1",1,2,"",7,6,7,7,6,6,6,6,4,2,2,5,1,1,"1","0","2","11367"
2024-05-17 06:09:50,2024-05-17 06:17:50,0,"174.57.171.140",100,479,1,2024-05-17 06:17:50,"R_5CISfetfk5Hktwj","","","","","39.7897","-75.0355","anonymous","EN",4,4,3,2,4,2,1,4,4,72,0,1,3,2,"",2,"",5,0,2,7,60,3,"5",3,3,"",7,7,7,7,6,6,6,6,6,4,2,2,5,2,"2","1","0","08029"
2024-05-17 06:10:49,2024-05-17 06:18:14,0,"173.77.122.114",100,445,1,2024-05-17 06:18:14,"R_2zLQVv8JeYosECq","","","","","40.8627","-73.6351","anonymous","EN",4,2,3,3,4,3,2,4,1,200,200,1,4,2,"",1,"",7,0,2,7,20,4,"2",4,1,"",6,2,6,6,6,7,6,6,6,3,1,6,6,2,"2","0","1","11545"
2024-05-17 06:06:13,2024-05-17 06:18:47,0,"75.249.136.234",100,754,1,2024-05-17 06:18:47,"R_2n9hXdSHb7HLv2Q","","","","","40.5916","-74.3179","anonymous","EN",4,4,3,3,5,4,2,4,1,80,80,1,4,3,"",1,"",12,0,2,7,65,3,"2",4,3,"",6,4,4,2,6,6,6,6,6,6,1,5,4,2,"4","0","0","08540"
2024-05-17 06:13:56,2024-05-17 06:20:32,0,"68.192.82.87",100,395,1,2024-05-17 06:20:32,"R_5ASZ3eSw9vCXUcZ","","","","","40.76","-73.5318","anonymous","EN",4,5,3,2,5,4,5,3,4,210,150,1,4,2,"",1,"",14,0,0,14,77,1,"4",7,3,"",1,1,1,1,1,1,1,1,1,5,1,6,6,2,"2","0","0","11765"
2024-05-17 06:19:15,2024-05-17 06:23:02,0,"68.195.210.42",100,227,1,2024-05-17 06:23:03,"R_7CZczqqrdjbMJI9","","","","","41.8139","-73.1123","anonymous","EN",4,1,NA,NA,3,2,2,4,2,80,35,1,4,2,"",1,"",10,4,0,0,30,4,"2",6,2,"",7,7,7,6,6,6,2,4,2,2,1,1,6,1,"4","0","0","02170"
2024-05-17 06:17:41,2024-05-17 06:23:47,0,"73.135.100.236",100,365,1,2024-05-17 06:23:47,"R_1SrbUQK5Wgu9K74","","","","","38.9512","-76.4944","anonymous","EN",4,2,3,4,3,2,1,4,2,201,0,1,2,2,"",2,"",5,0,0,4,40,4,"2",4,1,"",6,6,4,4,2,6,6,2,7,6,2,3,1,2,"3","0","2","21037"
2024-05-17 06:18:19,2024-05-17 06:24:25,0,"172.58.227.85",100,365,1,2024-05-17 06:24:25,"R_8ahqSKmn1K1DSXR","","","","","40.8312","-73.9067","anonymous","EN",4,2,3,4,4,1,2,5,4,250,300,2,4,2,"",1,"",12,0,0,7,150,2,"4",4,3,"",6,6,6,6,6,6,6,4,6,3,1,5,6,1,"3","0","1","11372"
2024-05-17 06:19:42,2024-05-17 06:24:39,0,"71.115.240.16",100,296,1,2024-05-17 06:24:39,"R_5iW4KPdYNzgvavF","","","","","43.122","-76.1229","anonymous","EN",4,4,3,2,5,4,1,5,1,60,75,1,2,2,"",1,"",7,0,7,14,20,5,"2",2,2,"",7,6,6,6,2,6,2,6,2,4,1,5,3,2,"2","2","0","13212"
2024-05-17 06:16:58,2024-05-17 06:25:42,0,"99.145.95.0",100,524,1,2024-05-17 06:25:43,"R_5qeRnw1UbXbwZ4H","","","","","33.4485","-82.2011","anonymous","EN",4,2,3,4,5,4,2,5,1,50,0,1,1,1,"",2,"",7,0,7,7,0,4,"1",3,2,"",7,7,7,7,7,7,4,6,4,3,2,6,2,1,"1","0","0","13202"
2024-05-17 06:17:06,2024-05-17 06:25:47,0,"96.244.222.28",100,520,1,2024-05-17 06:25:48,"R_1ZWx6tYUMiu3LCP","","","","","39.2812","-76.7406","anonymous","EN",4,4,3,1,4,4,1,4,2,75,23,1,2,1,"",1,"",8,0,3,7,0,4,"3",2,2,"",7,7,7,7,7,7,6,6,7,7,2,5,3,2,"0","0","2","21228"
2024-05-17 06:12:36,2024-05-17 06:26:20,0,"172.59.176.236",100,823,1,2024-05-17 06:26:21,"R_5uKEz4v1qlAsS22","","","","","43.1516","-77.6236","anonymous","EN",4,1,NA,NA,1,1,1,1,2,243,0,3,2,1,"",1,"",4,1,0,4,19,3,"1",6,2,"",7,7,7,7,7,7,7,7,7,4,2,5,3,2,"3","0","0","12047"
2024-05-17 06:19:52,2024-05-17 06:26:30,0,"136.226.72.179",100,398,1,2024-05-17 06:26:31,"R_2Nkvn8DD3TjGPJI","","","","","42.3562","-71.0631","anonymous","EN",4,5,2,2,5,4,2,4,1,125,95,1,4,2,"",2,"",6,3,0,3,75,4,"5",2,2,"",7,7,7,6,7,7,6,6,7,5,1,6,6,2,"2","2","0","02351"
2024-05-17 06:22:14,2024-05-17 06:27:17,0,"74.90.73.177",100,303,1,2024-05-17 06:27:18,"R_3AQfErJH5tgGrOW","","","","","40.8343","-73.9235","anonymous","EN",4,1,NA,NA,2,2,1,5,1,88,68,3,2,1,"",1,"",12,0,0,3,0,5,"5",4,1,"",6,1,7,6,2,2,6,4,4,2,2,5,2,1,"4","0","0","10452"
2024-05-17 06:21:25,2024-05-17 06:27:30,0,"104.28.103.95",100,364,1,2024-05-17 06:27:30,"R_2CsFNc9knYUHI3Y","","","","","42.5038","-83.3483","anonymous","EN",4,3,3,2,2,1,5,3,1,29,19,2,2,2,"",1,"",8,4,1,11,54,4,"2",3,3,"",4,4,4,2,4,6,2,1,1,3,2,4,4,1,"1","0","0","48227"
2024-05-17 06:22:02,2024-05-17 06:27:55,0,"172.56.32.250",100,353,1,2024-05-17 06:27:56,"R_190VN3j3gspiN53","","","","","38.9034","-76.9882","anonymous","EN",4,3,3,1,4,3,2,4,4,126,102,1,3,3,"",1,"",7,1,5,14,21,1,"5",2,2,"",7,7,7,7,6,6,2,6,4,4,2,6,5,2,"2","2","0","21286"
2024-05-17 06:20:25,2024-05-17 06:28:15,0,"24.45.20.52",100,469,1,2024-05-17 06:28:15,"R_7t56VL7cwRUXlWq","","","","","40.8622","-73.8902","anonymous","EN",4,1,NA,NA,1,4,1,4,1,120,100,4,2,1,"",1,"",12,4,4,9,0,4,"2",2,3,"",7,6,7,6,6,6,4,7,4,4,1,4,1,1,"2","0","0","10457"
2024-05-17 06:16:23,2024-05-17 06:28:22,0,"98.109.130.188",100,719,1,2024-05-17 06:28:22,"R_5oulsd7xRGQR983","","","","","40.4131","-74.2372","anonymous","EN",4,5,3,1,5,4,2,5,2,206,95,1,3,2,"",1,"",1,1,0,2,60,2,"3",5,1,"",6,6,7,2,6,6,2,2,2,4,1,5,6,2,"2","2","0","07730"
2024-05-17 06:13:48,2024-05-17 06:28:51,0,"24.126.15.93",100,903,1,2024-05-17 06:28:52,"R_2qsez5N3zyla9nm","","","","","39.0115","-76.969","anonymous","EN",4,4,2,1,5,4,1,5,2,225,155,2,2,2,"",1,"",14,0,0,10,105,3,"2",3,3,"",1,1,1,1,1,1,1,1,1,4,1,5,2,1,"1","0","0","21206"
2024-05-17 06:18:52,2024-05-17 06:29:26,0,"67.167.200.147",100,633,1,2024-05-17 06:29:36,"R_8GIhQgAZ4CAdCsC","","","","","41.9703","-87.664","anonymous","EN",4,1,NA,NA,2,1,2,4,1,88,41,1,1,1,"",1,"",12,0,5,5,0,4,"5",6,2,"",7,7,7,7,7,7,4,7,6,4,2,5,3,1,"1","0","0","60657"
2024-05-17 06:09:31,2024-05-17 06:29:48,0,"69.119.116.28",100,1217,1,2024-05-17 06:29:49,"R_8tmpoxLMXVcaBNN","","","","","40.9175","-73.9912","anonymous","EN",4,1,NA,NA,4,2,1,5,1,102,81,1,2,2,"",1,"",5,4,5,4,41,4,"4",5,1,"",6,1,1,1,1,1,1,1,1,6,2,5,6,2,"2","1","0","07621"
2024-05-17 06:13:25,2024-05-17 06:30:09,0,"71.187.76.108",100,1004,1,2024-05-17 06:30:09,"R_19OR7PKiT8VtbAR","","","","","40.7662","-74.0178","anonymous","EN",4,3,2,2,1,4,3,4,2,135,56,3,2,1,"",2,"",6,2,4,3,60,3,"2",3,2,"",7,6,7,7,6,7,2,2,2,3,2,5,5,2,"2","0","0","07086"
2024-05-17 06:25:53,2024-05-17 06:31:23,0,"50.253.17.221",100,329,1,2024-05-17 06:31:23,"R_7CV4IvY3pXmgQzx","","","","","39.3407","-76.6753","anonymous","EN",4,4,3,2,5,4,1,5,1,110,100,1,3,1,"",4,"Air fryer",5,0,0,5,32,4,"3",1,2,"",7,6,7,6,4,4,4,4,4,3,2,6,2,2,"2","0","0","21030"
2024-05-17 06:22:22,2024-05-17 06:31:51,0,"108.49.220.48",100,568,1,2024-05-17 06:31:52,"R_7OkDAueyls1HGql","","","","","42.3822","-71.4275","anonymous","EN",4,5,3,2,5,4,2,4,1,225,199,1,4,2,"",1,"",4,1,4,2,22,5,"2",4,1,"",7,7,7,7,6,7,6,7,6,6,2,5,6,2,"1","0","1","01776"
2024-05-17 06:26:47,2024-05-17 06:32:05,0,"24.189.101.114",100,317,1,2024-05-17 06:32:05,"R_7CIYasQtfYAebue","","","","","40.9441","-74.0828","anonymous","EN",4,5,3,1,4,2,2,4,1,138,80,1,2,2,"",1,"",9,0,0,6,40,2,"6",3,3,"",6,6,6,6,4,4,2,4,4,3,1,5,6,2,"2","0","0","08837"
2024-05-17 06:13:41,2024-05-17 06:32:55,0,"108.36.226.155",100,1153,1,2024-05-17 06:32:56,"R_7VPwbaybSgBWqaJ","","","","","39.7929","-75.4565","anonymous","EN",4,5,3,2,5,4,1,5,2,125,35,1,3,2,"",1,"",14,0,0,14,35,1,"1",4,3,"",6,2,6,4,2,4,2,1,2,6,1,1,2,2,"1","0","0","19809"
2024-05-17 06:20:29,2024-05-17 06:33:01,0,"167.21.141.32",100,752,1,2024-05-17 06:33:02,"R_3Slb6ntF9TPFURB","","","","","39.1546","-75.4953","anonymous","EN",4,3,3,2,4,2,3,5,2,88,58,2,3,2,"",1,"",14,0,4,6,70,3,"4",1,2,"",7,7,6,7,6,6,4,4,6,4,1,6,5,2,"2","0","0","19702"
2024-05-17 06:28:31,2024-05-17 06:35:09,0,"172.59.210.132",100,398,1,2024-05-17 06:35:10,"R_11c5EK4YOWfRvaq","","","","","40.7238","-74.2293","anonymous","EN",4,1,NA,NA,4,4,2,5,1,143,45,3,3,3,"",1,"",6,0,0,7,33,1,"5",4,1,"",1,1,1,1,4,6,2,1,2,5,2,3,3,1,"2","0","0","11229"
2024-05-17 06:30:44,2024-05-17 06:35:11,0,"138.88.206.94",100,266,1,2024-05-17 06:35:11,"R_1PtfEASLOpbubw6","","","","","39.1063","-76.866","anonymous","EN",4,4,3,2,4,2,2,5,2,180,0,2,3,2,"",2,"",14,0,0,12,100,4,"3",2,3,"",6,6,6,6,6,7,6,6,6,4,1,5,6,2,"2","2","0","21046"
2024-05-17 06:28:57,2024-05-17 06:36:34,0,"100.37.154.72",100,456,1,2024-05-17 06:36:34,"R_5ptk3ZGupQ4XBDq","","","","","40.8","-73.9763","anonymous","EN",4,2,3,4,2,1,3,5,1,62,0,4,1,1,"",2,"",1,11,11,2,0,4,"1",2,2,"",7,6,7,7,6,7,6,7,6,4,1,5,6,1,"2","0","0","10026"
